drafter,split,position,step,acc,sum,total
dflash2,train,3,670,0.090,183.000,2.04e+03
dflash2,train,3,680,0.088,179.000,2.04e+03
dflash2,train,3,690,0.119,243.000,2.04e+03
dflash2,train,3,700,0.090,185.000,2.05e+03
dflash2,train,3,710,0.108,221.000,2.04e+03
dflash2,train,3,720,0.091,186.000,2.04e+03
dflash2,train,3,730,0.138,282.000,2.04e+03
dflash2,train,3,740,0.110,224.000,2.04e+03
dflash2,train,3,750,0.107,218.000,2.05e+03
dflash2,train,3,760,0.109,224.000,2.05e+03
dflash2,train,3,770,0.087,177.000,2.05e+03
dflash2,train,3,780,0.107,219.000,2.05e+03
dflash2,train,3,790,0.114,232.000,2.04e+03
dflash2,train,3,800,0.076,156.000,2.04e+03
dflash2,train,3,810,0.132,270.000,2.05e+03
dflash2,train,3,820,0.121,247.000,2.04e+03
dflash2,train,3,830,0.121,247.000,2.04e+03
dflash2,train,3,840,0.100,205.000,2.05e+03
dflash2,train,3,850,0.151,308.000,2.04e+03
dflash2,train,3,860,0.101,206.000,2.04e+03
dflash2,train,3,870,0.152,310.000,2.04e+03
dflash2,train,3,880,0.174,355.000,2.04e+03
dflash2,train,3,890,0.143,292.000,2.04e+03
dflash2,train,3,900,0.114,233.000,2.05e+03
dflash2,train,3,910,0.133,272.000,2.04e+03
dflash2,train,3,920,0.127,260.000,2.05e+03
dflash2,train,3,930,0.119,243.000,2.05e+03
dflash2,train,3,940,0.117,240.000,2.04e+03
dflash2,train,3,950,0.139,284.000,2.04e+03
dflash2,train,3,960,0.165,337.000,2.04e+03
dflash2,train,3,970,0.143,293.000,2.04e+03
dflash2,train,3,980,0.177,315.000,1.78e+03
dflash2,train,3,990,0.183,373.000,2.04e+03
dflash2,train,3,1000,0.156,318.000,2.04e+03
dflash2,train,3,1010,0.169,346.000,2.04e+03
dflash2,train,3,1020,0.151,309.000,2.04e+03
dflash2,train,3,1030,0.183,375.000,2.05e+03
dflash2,train,3,1040,0.156,319.000,2.04e+03
dflash2,train,3,1050,0.149,305.000,2.04e+03
dflash2,train,3,1060,0.158,323.000,2.05e+03
dflash2,train,3,1070,0.137,280.000,2.04e+03
dflash2,train,3,1080,0.142,290.000,2.04e+03
dflash2,train,3,1090,0.145,297.000,2.05e+03
dflash2,train,3,1100,0.163,333.000,2.04e+03
dflash2,train,3,1110,0.183,375.000,2.04e+03
dflash2,train,3,1120,0.148,303.000,2.04e+03
dflash2,train,3,1130,0.155,317.000,2.04e+03
dflash2,train,3,1140,0.148,303.000,2.05e+03
dflash2,train,3,1150,0.162,331.000,2.04e+03
dflash2,train,3,1160,0.130,265.000,2.05e+03
dflash2,train,3,1170,0.180,368.000,2.04e+03
dflash2,train,3,1180,0.143,292.000,2.04e+03
dflash2,train,3,1190,0.142,290.000,2.04e+03
dflash2,train,3,1200,0.154,311.000,2.02e+03
dflash2,train,3,1210,0.136,277.000,2.04e+03
dflash2,train,3,1220,0.195,398.000,2.04e+03
dflash2,train,3,1230,0.186,380.000,2.04e+03
dflash2,train,3,1240,0.223,457.000,2.05e+03
dflash2,train,3,1250,0.195,399.000,2.04e+03
dflash2,train,3,1260,0.174,356.000,2.04e+03
dflash2,train,3,1270,0.188,384.000,2.04e+03
dflash2,train,3,1280,0.220,450.000,2.05e+03
dflash2,train,3,1290,0.169,345.000,2.04e+03
dflash2,train,3,1300,0.144,294.000,2.04e+03
dflash2,train,3,1310,0.169,345.000,2.04e+03
dflash2,train,3,1320,0.262,535.000,2.04e+03
dflash2,train,3,1330,0.188,385.000,2.04e+03
dflash2,train,3,1340,0.193,394.000,2.04e+03
dflash2,train,3,1350,0.183,374.000,2.05e+03
dflash2,train,3,1360,0.176,360.000,2.04e+03
dflash2,train,3,1370,0.154,314.000,2.04e+03
dflash2,train,3,1380,0.190,389.000,2.05e+03
dflash2,train,3,1390,0.186,381.000,2.05e+03
dflash2,train,3,1400,0.142,291.000,2.04e+03
dflash2,train,3,1410,0.199,408.000,2.05e+03
dflash2,val,3,471,0.081,8.61e+03,1.06e+05
dflash2,val,3,942,0.120,1.30e+04,1.08e+05
dflash2,val,3,1413,0.148,1.60e+04,1.08e+05
dspark,train,1,0,0.00e+00,0.00e+00,2.05e+03
dspark,train,1,10,0.033,68.000,2.05e+03
dspark,train,1,20,0.055,112.000,2.05e+03
dspark,train,1,30,0.088,181.000,2.05e+03
dspark,train,1,40,0.120,246.000,2.05e+03
dspark,train,1,50,0.132,271.000,2.05e+03
dspark,train,1,60,0.177,362.000,2.05e+03
dspark,train,1,70,0.190,388.000,2.05e+03
dspark,train,1,80,0.212,434.000,2.05e+03
dspark,train,1,90,0.241,493.000,2.05e+03
dspark,train,1,100,0.217,444.000,2.04e+03
dspark,train,1,110,0.261,534.000,2.05e+03
dspark,train,1,120,0.241,494.000,2.05e+03
dspark,train,1,130,0.312,639.000,2.05e+03
dspark,train,1,140,0.314,642.000,2.05e+03
dspark,train,1,150,0.316,647.000,2.05e+03
dspark,train,1,160,0.356,728.000,2.05e+03
dspark,train,1,170,0.344,704.000,2.05e+03
dspark,train,1,180,0.353,722.000,2.05e+03
dspark,train,1,190,0.358,733.000,2.05e+03
dspark,train,1,200,0.386,790.000,2.05e+03
dspark,train,1,210,0.388,794.000,2.05e+03
dspark,train,1,220,0.377,772.000,2.05e+03
dspark,train,1,230,0.415,850.000,2.05e+03
dspark,train,1,240,0.409,837.000,2.05e+03
dspark,train,1,250,0.433,887.000,2.05e+03
dspark,train,1,260,0.436,890.000,2.04e+03
dspark,train,1,270,0.429,877.000,2.05e+03
dspark,train,1,280,0.451,923.000,2.05e+03
dspark,train,1,290,0.431,883.000,2.05e+03
dspark,train,1,300,0.455,931.000,2.05e+03
dspark,train,1,310,0.431,882.000,2.04e+03
dspark,train,1,320,0.428,876.000,2.04e+03
dspark,train,1,330,0.426,873.000,2.05e+03
dspark,train,1,340,0.426,872.000,2.05e+03
dspark,train,1,350,0.494,1.01e+03,2.05e+03
dspark,train,1,360,0.456,934.000,2.05e+03
dspark,train,1,370,0.441,902.000,2.04e+03
dspark,train,1,380,0.436,892.000,2.05e+03
dspark,train,1,390,0.460,943.000,2.05e+03
dspark,train,1,400,0.482,987.000,2.05e+03
dspark,train,1,410,0.481,986.000,2.05e+03
dspark,train,1,420,0.464,950.000,2.05e+03
dspark,train,1,430,0.513,1.05e+03,2.05e+03
dspark,train,1,440,0.503,1.03e+03,2.04e+03
dspark,train,1,450,0.505,1.04e+03,2.05e+03
dspark,train,1,460,0.505,1.03e+03,2.05e+03
dspark,train,1,470,0.493,1.01e+03,2.05e+03
dspark,train,1,480,0.532,1.09e+03,2.05e+03
dspark,train,1,490,0.521,1.07e+03,2.05e+03
dspark,train,1,500,0.507,1.04e+03,2.05e+03
dspark,train,1,510,0.470,961.000,2.05e+03
dspark,train,1,520,0.514,1.05e+03,2.05e+03
dspark,train,1,530,0.497,1.02e+03,2.05e+03
dspark,train,1,540,0.531,1.09e+03,2.05e+03
dspark,train,1,550,0.538,1.10e+03,2.05e+03
dspark,train,1,560,0.514,1.05e+03,2.05e+03
dspark,train,1,570,0.515,1.06e+03,2.05e+03
dspark,train,1,580,0.549,1.12e+03,2.05e+03
dspark,train,1,590,0.540,1.11e+03,2.05e+03
dspark,train,1,600,0.548,1.12e+03,2.05e+03
dspark,train,1,610,0.546,1.12e+03,2.05e+03
dspark,train,1,620,0.532,1.09e+03,2.05e+03
dspark,train,1,630,0.520,1.06e+03,2.05e+03
dspark,train,1,640,0.533,1.09e+03,2.04e+03
dspark,train,1,650,0.514,1.05e+03,2.05e+03
dspark,train,1,660,0.554,1.13e+03,2.05e+03
dspark,train,1,670,0.547,1.12e+03,2.05e+03
dspark,train,1,680,0.521,1.07e+03,2.05e+03
dspark,train,1,690,0.565,1.16e+03,2.05e+03
dspark,train,1,700,0.539,1.10e+03,2.05e+03
dspark,train,1,710,0.560,1.14e+03,2.05e+03
dspark,train,1,720,0.554,1.13e+03,2.04e+03
dspark,train,1,730,0.599,1.23e+03,2.05e+03
dspark,train,1,740,0.555,1.14e+03,2.05e+03
dspark,train,1,750,0.552,1.13e+03,2.05e+03
dspark,train,1,760,0.579,1.18e+03,2.05e+03
dspark,train,1,770,0.539,1.10e+03,2.05e+03
dspark,train,1,780,0.566,1.16e+03,2.05e+03
dspark,train,1,790,0.557,1.14e+03,2.05e+03
dspark,train,1,800,0.522,1.07e+03,2.05e+03
dspark,train,1,810,0.589,1.21e+03,2.05e+03
dspark,train,1,820,0.598,1.22e+03,2.04e+03
dspark,train,1,830,0.574,1.18e+03,2.05e+03
dspark,train,1,840,0.545,1.12e+03,2.05e+03
dspark,train,1,850,0.583,1.19e+03,2.05e+03
dspark,train,1,860,0.579,1.18e+03,2.05e+03
dspark,train,1,870,0.598,1.22e+03,2.05e+03
dspark,train,1,880,0.605,1.24e+03,2.05e+03
dspark,train,1,890,0.604,1.24e+03,2.05e+03
dspark,train,1,900,0.567,1.16e+03,2.05e+03
dspark,train,1,910,0.603,1.23e+03,2.04e+03
dspark,train,1,920,0.581,1.19e+03,2.05e+03
dspark,train,1,930,0.601,1.23e+03,2.05e+03
dspark,train,1,940,0.567,1.16e+03,2.05e+03
dspark,train,1,950,0.615,1.26e+03,2.05e+03
dspark,train,1,960,0.636,1.30e+03,2.05e+03
dspark,train,1,970,0.620,1.27e+03,2.05e+03
dspark,train,1,980,0.621,1.11e+03,1.78e+03
dspark,train,1,990,0.637,1.30e+03,2.04e+03
dspark,train,1,1000,0.613,1.26e+03,2.05e+03
dspark,train,1,1010,0.661,1.35e+03,2.05e+03
dspark,train,1,1020,0.596,1.22e+03,2.05e+03
dspark,train,1,1030,0.642,1.31e+03,2.05e+03
dspark,train,1,1040,0.658,1.35e+03,2.05e+03
dspark,train,1,1050,0.615,1.26e+03,2.05e+03
dspark,train,1,1060,0.634,1.30e+03,2.05e+03
dspark,train,1,1070,0.611,1.25e+03,2.05e+03
dspark,train,1,1080,0.635,1.30e+03,2.05e+03
dspark,train,1,1090,0.619,1.27e+03,2.05e+03
dspark,train,1,1100,0.629,1.29e+03,2.04e+03
dspark,train,1,1110,0.639,1.31e+03,2.05e+03
dspark,train,1,1120,0.625,1.28e+03,2.05e+03
dspark,train,1,1130,0.640,1.31e+03,2.04e+03
dspark,train,1,1140,0.627,1.28e+03,2.05e+03
dspark,train,1,1150,0.646,1.32e+03,2.05e+03
dspark,train,1,1160,0.611,1.25e+03,2.05e+03
dspark,train,1,1170,0.651,1.33e+03,2.05e+03
dspark,train,1,1180,0.640,1.31e+03,2.05e+03
dspark,train,1,1190,0.625,1.28e+03,2.05e+03
dspark,train,1,1200,0.637,1.29e+03,2.03e+03
dspark,train,1,1210,0.627,1.28e+03,2.04e+03
dspark,train,1,1220,0.663,1.36e+03,2.05e+03
dspark,train,1,1230,0.645,1.32e+03,2.05e+03
dspark,train,1,1240,0.646,1.32e+03,2.05e+03
dspark,train,1,1250,0.669,1.37e+03,2.05e+03
dspark,train,1,1260,0.649,1.33e+03,2.04e+03
dspark,train,1,1270,0.655,1.34e+03,2.05e+03
dspark,train,1,1280,0.703,1.44e+03,2.05e+03
dspark,train,1,1290,0.650,1.33e+03,2.04e+03
dspark,train,1,1300,0.636,1.30e+03,2.04e+03
dspark,train,1,1310,0.647,1.32e+03,2.05e+03
dspark,train,1,1320,0.706,1.45e+03,2.05e+03
dspark,train,1,1330,0.651,1.33e+03,2.04e+03
dspark,train,1,1340,0.655,1.34e+03,2.05e+03
dspark,train,1,1350,0.657,1.34e+03,2.05e+03
dspark,train,1,1360,0.653,1.34e+03,2.05e+03
dspark,train,1,1370,0.631,1.29e+03,2.05e+03
dspark,train,1,1380,0.657,1.34e+03,2.05e+03
dspark,train,1,1390,0.654,1.34e+03,2.05e+03
dspark,train,1,1400,0.631,1.29e+03,2.05e+03
dspark,train,1,1410,0.689,1.41e+03,2.05e+03
dspark,val,1,471,0.490,5.21e+04,1.06e+05
dspark,val,1,942,0.573,6.22e+04,1.08e+05
dspark,val,1,1413,0.617,6.69e+04,1.08e+05
dspark,train,2,0,0.00e+00,0.00e+00,2.05e+03
dspark,train,2,10,0.00e+00,0.00e+00,2.05e+03
dspark,train,2,20,0.001,3.000,2.04e+03
dspark,train,2,30,0.009,18.000,2.05e+03
dspark,train,2,40,0.003,6.000,2.04e+03
dspark,train,2,50,0.006,12.000,2.05e+03
dspark,train,2,60,0.021,43.000,2.04e+03
dspark,train,2,70,0.024,50.000,2.05e+03
dspark,train,2,80,0.041,84.000,2.05e+03
dspark,train,2,90,0.055,113.000,2.04e+03
dspark,train,2,100,0.031,63.000,2.04e+03
dspark,train,2,110,0.066,134.000,2.04e+03
dspark,train,2,120,0.053,108.000,2.04e+03
dspark,train,2,130,0.085,174.000,2.05e+03
dspark,train,2,140,0.081,165.000,2.05e+03
dspark,train,2,150,0.092,189.000,2.05e+03
dspark,train,2,160,0.116,238.000,2.04e+03
dspark,train,2,170,0.105,215.000,2.05e+03
dspark,train,2,180,0.111,227.000,2.05e+03
dspark,train,2,190,0.117,240.000,2.05e+03
dspark,train,2,200,0.138,283.000,2.04e+03
dspark,train,2,210,0.133,271.000,2.04e+03
dspark,train,2,220,0.124,254.000,2.04e+03
dspark,train,2,230,0.156,319.000,2.05e+03
dspark,train,2,240,0.150,307.000,2.04e+03
dspark,train,2,250,0.160,328.000,2.04e+03
dspark,train,2,260,0.164,336.000,2.04e+03
dspark,train,2,270,0.172,351.000,2.04e+03
dspark,train,2,280,0.165,337.000,2.05e+03
dspark,train,2,290,0.164,335.000,2.05e+03
dspark,train,2,300,0.176,361.000,2.05e+03
dspark,train,2,310,0.166,340.000,2.04e+03
dspark,train,2,320,0.155,316.000,2.04e+03
dspark,train,2,330,0.173,353.000,2.05e+03
dspark,train,2,340,0.169,346.000,2.04e+03
dspark,train,2,350,0.208,426.000,2.05e+03
dspark,train,2,360,0.199,407.000,2.04e+03
dspark,train,2,370,0.167,341.000,2.04e+03
dspark,train,2,380,0.176,360.000,2.05e+03
dspark,train,2,390,0.199,407.000,2.04e+03
dspark,train,2,400,0.208,425.000,2.05e+03
dspark,train,2,410,0.216,442.000,2.05e+03
dspark,train,2,420,0.191,391.000,2.05e+03
dspark,train,2,430,0.258,527.000,2.05e+03
dspark,train,2,440,0.223,456.000,2.04e+03
dspark,train,2,450,0.238,488.000,2.05e+03
dspark,train,2,460,0.231,472.000,2.04e+03
dspark,train,2,470,0.207,423.000,2.05e+03
dspark,train,2,480,0.209,427.000,2.04e+03
dspark,train,2,490,0.235,480.000,2.04e+03
dspark,train,2,500,0.215,440.000,2.04e+03
dspark,train,2,510,0.190,388.000,2.04e+03
dspark,train,2,520,0.238,486.000,2.04e+03
dspark,train,2,530,0.224,459.000,2.05e+03
dspark,train,2,540,0.240,491.000,2.04e+03
dspark,train,2,550,0.248,507.000,2.05e+03
dspark,train,2,560,0.220,450.000,2.05e+03
dspark,train,2,570,0.221,453.000,2.05e+03
dspark,train,2,580,0.248,508.000,2.04e+03
dspark,train,2,590,0.254,520.000,2.05e+03
dspark,train,2,600,0.266,543.000,2.04e+03
dspark,train,2,610,0.236,482.000,2.05e+03
dspark,train,2,620,0.273,559.000,2.04e+03
dspark,train,2,630,0.235,481.000,2.05e+03
dspark,train,2,640,0.253,518.000,2.04e+03
dspark,train,2,650,0.209,428.000,2.05e+03
dspark,train,2,660,0.270,553.000,2.05e+03
dspark,train,2,670,0.260,532.000,2.04e+03
dspark,train,2,680,0.239,489.000,2.04e+03
dspark,train,2,690,0.294,601.000,2.04e+03
dspark,train,2,700,0.248,508.000,2.05e+03
dspark,train,2,710,0.263,538.000,2.04e+03
dspark,train,2,720,0.255,521.000,2.04e+03
dspark,train,2,730,0.306,625.000,2.04e+03
dspark,train,2,740,0.289,592.000,2.05e+03
dspark,train,2,750,0.268,549.000,2.05e+03
dspark,train,2,760,0.269,550.000,2.05e+03
dspark,train,2,770,0.252,515.000,2.05e+03
dspark,train,2,780,0.283,579.000,2.05e+03
dspark,train,2,790,0.272,557.000,2.05e+03
dspark,train,2,800,0.230,471.000,2.05e+03
dspark,train,2,810,0.304,623.000,2.05e+03
dspark,train,2,820,0.294,600.000,2.04e+03
dspark,train,2,830,0.283,580.000,2.05e+03
dspark,train,2,840,0.265,542.000,2.05e+03
dspark,train,2,850,0.321,657.000,2.05e+03
dspark,train,2,860,0.288,589.000,2.04e+03
dspark,train,2,870,0.329,672.000,2.04e+03
dspark,train,2,880,0.335,686.000,2.05e+03
dspark,train,2,890,0.322,659.000,2.04e+03
dspark,train,2,900,0.287,587.000,2.05e+03
dspark,train,2,910,0.321,656.000,2.04e+03
dspark,train,2,920,0.325,666.000,2.05e+03
dspark,train,2,930,0.319,653.000,2.05e+03
dspark,train,2,940,0.285,584.000,2.05e+03
dspark,train,2,950,0.327,668.000,2.04e+03
dspark,train,2,960,0.356,728.000,2.05e+03
dspark,train,2,970,0.347,710.000,2.05e+03
dspark,train,2,980,0.351,626.000,1.78e+03
dspark,train,2,990,0.368,752.000,2.04e+03
dspark,train,2,1000,0.337,689.000,2.04e+03
dspark,train,2,1010,0.383,783.000,2.05e+03
dspark,train,2,1020,0.306,627.000,2.05e+03
dspark,train,2,1030,0.369,755.000,2.05e+03
dspark,train,2,1040,0.367,751.000,2.05e+03
dspark,train,2,1050,0.343,703.000,2.05e+03
dspark,train,2,1060,0.345,705.000,2.05e+03
dspark,train,2,1070,0.314,642.000,2.05e+03
dspark,train,2,1080,0.356,728.000,2.04e+03
dspark,train,2,1090,0.328,671.000,2.05e+03
dspark,train,2,1100,0.342,699.000,2.04e+03
dspark,train,2,1110,0.385,786.000,2.04e+03
dspark,train,2,1120,0.332,678.000,2.04e+03
dspark,train,2,1130,0.341,696.000,2.04e+03
dspark,train,2,1140,0.342,699.000,2.05e+03
dspark,train,2,1150,0.365,747.000,2.05e+03
dspark,train,2,1160,0.314,643.000,2.05e+03
dspark,train,2,1170,0.364,745.000,2.04e+03
dspark,train,2,1180,0.350,716.000,2.04e+03
dspark,train,2,1190,0.333,680.000,2.04e+03
dspark,train,2,1200,0.357,723.000,2.03e+03
dspark,train,2,1210,0.335,684.000,2.04e+03
dspark,train,2,1220,0.387,791.000,2.05e+03
dspark,train,2,1230,0.373,762.000,2.04e+03
dspark,train,2,1240,0.312,638.000,2.05e+03
dspark,train,2,1250,0.409,836.000,2.04e+03
dspark,train,2,1260,0.357,730.000,2.04e+03
dspark,train,2,1270,0.371,759.000,2.04e+03
dspark,train,2,1280,0.440,900.000,2.05e+03
dspark,train,2,1290,0.370,755.000,2.04e+03
dspark,train,2,1300,0.347,709.000,2.04e+03
dspark,train,2,1310,0.359,734.000,2.04e+03
dspark,train,2,1320,0.446,912.000,2.04e+03
dspark,train,2,1330,0.371,759.000,2.04e+03
dspark,train,2,1340,0.372,759.000,2.04e+03
dspark,train,2,1350,0.394,807.000,2.05e+03
dspark,train,2,1360,0.370,757.000,2.04e+03
dspark,train,2,1370,0.347,710.000,2.05e+03
dspark,train,2,1380,0.378,773.000,2.05e+03
dspark,train,2,1390,0.377,772.000,2.05e+03
dspark,train,2,1400,0.344,705.000,2.05e+03
dspark,train,2,1410,0.406,831.000,2.05e+03
dspark,val,2,471,0.212,2.26e+04,1.06e+05
dspark,val,2,942,0.290,3.14e+04,1.08e+05
dspark,val,2,1413,0.335,3.63e+04,1.08e+05
dspark,train,3,0,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,10,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,20,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,30,0.00e+00,0.00e+00,2.05e+03
dspark,train,3,40,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,50,4.89e-04,1.000,2.04e+03
dspark,train,3,60,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,70,0.00e+00,0.00e+00,2.04e+03
dspark,train,3,80,0.001,3.000,2.04e+03
dspark,train,3,90,0.012,24.000,2.04e+03
dspark,train,3,100,0.005,11.000,2.04e+03
dspark,train,3,110,0.014,28.000,2.04e+03
dspark,train,3,120,0.013,26.000,2.04e+03
dspark,train,3,130,0.026,54.000,2.05e+03
dspark,train,3,140,0.021,42.000,2.04e+03
dspark,train,3,150,0.027,55.000,2.05e+03
dspark,train,3,160,0.043,88.000,2.04e+03
dspark,train,3,170,0.032,65.000,2.05e+03
dspark,train,3,180,0.039,79.000,2.04e+03
dspark,train,3,190,0.034,70.000,2.04e+03
dspark,train,3,200,0.053,108.000,2.04e+03
dspark,train,3,210,0.042,85.000,2.04e+03
dspark,train,3,220,0.045,91.000,2.04e+03
dspark,train,3,230,0.054,111.000,2.04e+03
dspark,train,3,240,0.056,114.000,2.04e+03
dspark,train,3,250,0.061,125.000,2.04e+03
dspark,train,3,260,0.076,155.000,2.04e+03
dspark,train,3,270,0.071,145.000,2.04e+03
dspark,train,3,280,0.067,138.000,2.05e+03
dspark,train,3,290,0.065,134.000,2.05e+03
dspark,train,3,300,0.075,154.000,2.05e+03
dspark,train,3,310,0.063,128.000,2.04e+03
dspark,train,3,320,0.062,127.000,2.04e+03
dspark,train,3,330,0.079,161.000,2.05e+03
dspark,train,3,340,0.070,144.000,2.04e+03
dspark,train,3,350,0.089,183.000,2.04e+03
dspark,train,3,360,0.090,183.000,2.04e+03
dspark,train,3,370,0.059,120.000,2.04e+03
dspark,train,3,380,0.075,153.000,2.04e+03
dspark,train,3,390,0.096,197.000,2.04e+03
dspark,train,3,400,0.100,204.000,2.04e+03
dspark,train,3,410,0.110,226.000,2.05e+03
dspark,train,3,420,0.080,163.000,2.05e+03
dspark,train,3,430,0.125,256.000,2.04e+03
dspark,train,3,440,0.101,206.000,2.04e+03
dspark,train,3,450,0.105,214.000,2.05e+03
dspark,train,3,460,0.107,219.000,2.04e+03
dspark,train,3,470,0.078,159.000,2.05e+03
dspark,train,3,480,0.080,163.000,2.04e+03
dspark,train,3,490,0.116,236.000,2.04e+03
dspark,train,3,500,0.091,185.000,2.04e+03
dspark,train,3,510,0.072,147.000,2.04e+03
dspark,train,3,520,0.109,222.000,2.04e+03
dspark,train,3,530,0.103,210.000,2.04e+03
dspark,train,3,540,0.117,240.000,2.04e+03
dspark,train,3,550,0.112,230.000,2.04e+03
dspark,train,3,560,0.101,207.000,2.04e+03
dspark,train,3,570,0.103,211.000,2.05e+03
dspark,train,3,580,0.131,267.000,2.04e+03
dspark,train,3,590,0.121,247.000,2.04e+03
dspark,train,3,600,0.125,255.000,2.04e+03
dspark,train,3,610,0.109,223.000,2.04e+03
dspark,train,3,620,0.144,295.000,2.04e+03
dspark,train,3,630,0.116,237.000,2.05e+03
dspark,train,3,640,0.122,249.000,2.04e+03
dspark,train,3,650,0.090,183.000,2.04e+03
dspark,train,3,660,0.138,283.000,2.04e+03
dspark,train,3,670,0.112,229.000,2.04e+03
dspark,train,3,680,0.107,218.000,2.04e+03
dspark,train,3,690,0.146,298.000,2.04e+03
dspark,train,3,700,0.112,229.000,2.05e+03
dspark,train,3,710,0.116,237.000,2.04e+03
dspark,train,3,720,0.108,221.000,2.04e+03
dspark,train,3,730,0.157,321.000,2.04e+03
dspark,train,3,740,0.140,286.000,2.04e+03
dspark,train,3,750,0.131,269.000,2.05e+03
dspark,train,3,760,0.131,269.000,2.05e+03
dspark,train,3,770,0.108,220.000,2.05e+03
dspark,train,3,780,0.132,271.000,2.05e+03
dspark,train,3,790,0.138,282.000,2.04e+03
dspark,train,3,800,0.100,204.000,2.04e+03
dspark,train,3,810,0.155,317.000,2.05e+03
dspark,train,3,820,0.138,281.000,2.04e+03
dspark,train,3,830,0.149,305.000,2.04e+03
dspark,train,3,840,0.135,276.000,2.05e+03
dspark,train,3,850,0.176,360.000,2.04e+03
dspark,train,3,860,0.128,262.000,2.04e+03
dspark,train,3,870,0.180,367.000,2.04e+03
dspark,train,3,880,0.195,399.000,2.04e+03
dspark,train,3,890,0.174,355.000,2.04e+03
dspark,train,3,900,0.143,293.000,2.05e+03
dspark,train,3,910,0.168,342.000,2.04e+03
dspark,train,3,920,0.172,353.000,2.05e+03
dspark,train,3,930,0.166,339.000,2.05e+03
dspark,train,3,940,0.149,305.000,2.04e+03
dspark,train,3,950,0.172,351.000,2.04e+03
dspark,train,3,960,0.200,408.000,2.04e+03
dspark,train,3,970,0.181,370.000,2.04e+03
dspark,train,3,980,0.191,340.000,1.78e+03
dspark,train,3,990,0.196,401.000,2.04e+03
dspark,train,3,1000,0.181,369.000,2.04e+03
dspark,train,3,1010,0.209,427.000,2.04e+03
dspark,train,3,1020,0.173,353.000,2.04e+03
dspark,train,3,1030,0.209,427.000,2.05e+03
dspark,train,3,1040,0.201,412.000,2.04e+03
dspark,train,3,1050,0.185,378.000,2.04e+03
dspark,train,3,1060,0.183,375.000,2.05e+03
dspark,train,3,1070,0.157,322.000,2.04e+03
dspark,train,3,1080,0.192,392.000,2.04e+03
dspark,train,3,1090,0.166,339.000,2.05e+03
dspark,train,3,1100,0.182,372.000,2.04e+03
dspark,train,3,1110,0.221,451.000,2.04e+03
dspark,train,3,1120,0.172,351.000,2.04e+03
dspark,train,3,1130,0.186,379.000,2.04e+03
dspark,train,3,1140,0.182,373.000,2.05e+03
dspark,train,3,1150,0.203,415.000,2.04e+03
dspark,train,3,1160,0.152,312.000,2.05e+03
dspark,train,3,1170,0.203,415.000,2.04e+03
dspark,train,3,1180,0.176,360.000,2.04e+03
dspark,train,3,1190,0.167,342.000,2.04e+03
dspark,train,3,1200,0.179,363.000,2.02e+03
dspark,train,3,1210,0.167,340.000,2.04e+03
dspark,train,3,1220,0.222,453.000,2.04e+03
dspark,train,3,1230,0.210,430.000,2.04e+03
dspark,train,3,1240,0.146,298.000,2.05e+03
dspark,train,3,1250,0.229,468.000,2.04e+03
dspark,train,3,1260,0.192,393.000,2.04e+03
dspark,train,3,1270,0.210,430.000,2.04e+03
dspark,train,3,1280,0.271,554.000,2.05e+03
dspark,train,3,1290,0.199,407.000,2.04e+03
dspark,train,3,1300,0.183,373.000,2.04e+03
dspark,train,3,1310,0.194,396.000,2.04e+03
dspark,train,3,1320,0.283,578.000,2.04e+03
dspark,train,3,1330,0.217,443.000,2.04e+03
dspark,train,3,1340,0.219,447.000,2.04e+03
dspark,train,3,1350,0.218,446.000,2.05e+03
dspark,train,3,1360,0.218,445.000,2.04e+03
dspark,train,3,1370,0.190,388.000,2.04e+03
dspark,train,3,1380,0.203,416.000,2.05e+03
dspark,train,3,1390,0.204,417.000,2.05e+03
dspark,train,3,1400,0.161,329.000,2.04e+03
dspark,train,3,1410,0.227,465.000,2.05e+03
dspark,val,3,471,0.095,1.01e+04,1.06e+05
dspark,val,3,942,0.145,1.57e+04,1.08e+05
dspark,val,3,1413,0.177,1.92e+04,1.08e+05
